idx,header,deltaG,amplicon_length,gamma,est_alpha,accession,taxid,superkingdom,phylum,class,order,family,genus,species
5955,"NC_026066.1 Phoenicurus auroreus mitochondrion, complete genome",34.19363390702331,183,34.19363390702331,-0.10258090172106994,NC_026066.1,358814,NA,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus auroreus
5956,"NC_026063.1 Ovis orientalis breed Asian mouflon mitochondrion, complete genome",20.779475102705483,168,20.779475102705483,-0.06233842530811645,NC_026063.1,469796,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis orientalis
5957,"NC_026052.1 Protobothrops mangshanensis mitochondrion, complete genome",44.70698412819576,165,44.70698412819576,-0.13412095238458727,NC_026052.1,242058,NA,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mangshanensis
5958,"NC_026051.1 Protobothrops maolanensis mitochondrion, complete genome",53.50701233682665,165,53.50701233682665,-0.16052103701047996,NC_026051.1,1147742,NA,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops maolanensis
5959,"NC_026050.1 Platemys platycephala voucher AHNU26080233 mitochondrion, complete genome",57.67889007424036,177,57.67889007424036,-0.17303667022272107,NC_026050.1,44504,NA,Chordata,NA,Testudines,Chelidae,Platemys,Platemys platycephala
5960,"NC_026049.1 Pelusios castaneus voucher AHNU26080283 mitochondrion, complete genome",15.195687951291518,179,15.195687951291518,-0.04558706385387455,NC_026049.1,367368,NA,Chordata,NA,Testudines,Pelomedusidae,Pelusios,Pelusios castaneus
5961,"NC_026047.1 Elseya branderhorsti voucher AHNU26080281 mitochondrion, complete genome",56.47828510315017,178,56.47828510315017,-0.16943485530945052,NC_026047.1,904186,NA,Chordata,NA,Testudines,Chelidae,Elseya,Elseya branderhorsti
5962,"NC_026042.1 Psittacara rubritorquis isolate POTNW102 mitochondrion, complete genome",31.976922791948986,180,31.976922791948986,-0.09593076837584696,NC_026042.1,1238232,NA,Chordata,Aves,Psittaciformes,Psittacidae,Psittacara,Psittacara rubritorquis
5963,"NC_026039.1 Aratinga solstitialis mitochondrion, complete genome",31.976922791948986,182,31.976922791948986,-0.09593076837584696,NC_026039.1,176015,NA,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga solstitialis
5964,"NC_026034.1 Myospalax psilurus mitochondrion, complete genome",30.178912179733803,167,30.178912179733803,-0.09053673653920141,NC_026034.1,146129,NA,Chordata,Mammalia,Rodentia,Spalacidae,Myospalax,Myospalax psilurus
5965,"NC_026033.1 Hynobius nigrescens voucher CIB-XM3142 mitochondrion, complete genome",50.440674595852,177,50.440674595852,-0.15132202378755602,NC_026033.1,324339,NA,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,Hynobius nigrescens
5966,"NC_026032.1 Hynobius kimurae voucher CIB-XM3136 mitochondrion, complete genome",50.440674595852,178,50.440674595852,-0.15132202378755602,NC_026032.1,252291,NA,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,Hynobius kimurae
5967,"NC_026031.1 Guaruba guarouba mitochondrion, complete genome",32.59321380237479,180,32.59321380237479,-0.09777964140712438,NC_026031.1,51906,NA,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,Guaruba guarouba
5968,"NC_026028.1 Chitra indica mitochondrion, complete genome",14.57939694086571,181,14.57939694086571,-0.04373819082259713,NC_026028.1,171798,NA,Chordata,NA,Testudines,Trionychidae,Chitra,Chitra indica
5969,"NC_026027.1 Cyclemys pulchristriata mitochondrion, complete genome",39.18678532243513,180,39.18678532243513,-0.11756035596730538,NC_026027.1,378291,NA,Chordata,NA,Testudines,Geoemydidae,Cyclemys,Cyclemys pulchristriata
5970,"NC_026024.1 Heosemys depressa mitochondrion, complete genome",39.18678532243513,181,39.18678532243513,-0.11756035596730538,NC_026024.1,260628,NA,Chordata,NA,Testudines,Geoemydidae,Heosemys,Heosemys depressa
5971,"NC_019578.2 Globicephala macrorhynchus mitochondrion, complete genome",30.178912179733803,171,30.178912179733803,-0.09053673653920141,NC_019578.2,38241,NA,Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala macrorhynchus
5972,"NC_025954.1 Mobula eregoodootenkee mitochondrion, complete genome",39.450891616379636,180,39.450891616379636,-0.1183526748491389,NC_025954.1,1579276,NA,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Mobula,Mobula eregoodootenkee
5973,"NC_025953.1 Chelmon rostratus mitochondrion, complete genome",0,168,0,-0,NC_025953.1,109905,NA,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chelmon,Chelmon rostratus
5976,"NC_025949.1 Murina leucogaster mitochondrion, complete genome",26.678852326520843,171,26.678852326520843,-0.08003655697956254,NC_025949.1,187017,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina,Murina leucogaster
5977,"NC_025947.1 Parasinilabeo assimilis mitochondrion, complete genome",0,173,0,-0,NC_025947.1,369676,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Parasinilabeo,Parasinilabeo assimilis
5978,"NC_025942.1 Atlantoraja castelnaui voucher INIDEP-T 0406 mitochondrion, complete genome",47.650278171769315,184,47.650278171769315,-0.14295083451530796,NC_025942.1,1072469,NA,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Atlantoraja,Atlantoraja castelnaui
5979,"NC_025941.1 Oedalechilus labiosus mitochondrion, complete genome",0,168,0,-0,NC_025941.1,1111468,NA,Chordata,Actinopteri,Mugiliformes,Mugilidae,Oedalechilus,Oedalechilus labiosus
5980,"NC_025940.1 Saurida wanieso voucher ASIZP0075079 mitochondrion, complete genome",7.800001319483234,166,7.800001319483234,-0.0234000039584497,NC_025940.1,315323,NA,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida wanieso
5981,"NC_025939.1 Takifugu flavidus x Takifugu rubripes voucher NEAU-HY01 mitochondrion, complete genome",5.20006555509142,171,5.20006555509142,-0.015600196665274261,NC_025939.1,1577845,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu flavidus x Takifugu rubripes
5982,"NC_025937.1 Argyrosomus amoyensis mitochondrion, complete genome",6.609040652945632,168,6.609040652945632,-0.019827121958836895,NC_025937.1,1577494,NA,Chordata,Actinopteri,NA,Sciaenidae,Argyrosomus,Argyrosomus amoyensis
5983,"NC_025935.1 Sillago aeolus mitochondrion, complete genome",0,168,0,-0,NC_025935.1,490287,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillago,Sillago aeolus
5984,"NC_025934.1 Euthynnus affinis mitochondrion, complete genome",0,168,0,-0,NC_025934.1,8227,NA,Chordata,Actinopteri,Scombriformes,Scombridae,Euthynnus,Euthynnus affinis
5985,"NC_025932.1 Macropodus opercularis mitochondrion, complete genome",0,167,0,-0,NC_025932.1,158451,NA,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Macropodus,Macropodus opercularis
5986,"NC_025930.1 Cirrhinus mrigala x Labeo rohita mitochondrion, complete genome",0,174,0,-0,NC_025930.1,1577076,NA,Chordata,Actinopteri,Cypriniformes,NA,NA,Cirrhinus mrigala x Labeo rohita
5987,"NC_025929.1 Eremias przewalskii mitochondrion, complete genome",50.849637086957856,173,50.849637086957856,-0.15254891126087358,NC_025929.1,383860,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Eremias,Eremias przewalskii
5988,"NC_025927.1 Pyrrhocorax graculus mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025927.1,56789,NA,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Pyrrhocorax graculus
5989,"NC_025926.1 Pyrrhocorax pyrrhocorax mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025926.1,56790,NA,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,Pyrrhocorax pyrrhocorax
5990,"NC_025925.1 Ixobrychus sinensis mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025925.1,188382,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus sinensis
5991,"NC_025924.1 Ixobrychus eurhythmus mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025924.1,670346,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus eurhythmus
5992,"NC_025923.1 Botaurus stellaris mitochondrion, complete genome",32.59321380237479,183,32.59321380237479,-0.09777964140712438,NC_025923.1,188376,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,Botaurus stellaris
5993,"NC_025922.1 Butorides striata mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025922.1,433628,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Butorides striata
5994,"NC_025921.1 Ardeola bacchus mitochondrion, complete genome",38.58596344489462,179,38.58596344489462,-0.11575789033468385,NC_025921.1,188375,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola bacchus
5995,"NC_025920.1 Egretta sacra mitochondrion, complete genome",39.77693254167924,179,39.77693254167924,-0.11933079762503772,NC_025920.1,887049,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta sacra
5996,"NC_025919.1 Ardea purpurea mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025919.1,188373,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea purpurea
5997,"NC_025918.1 Ardea intermedia mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025918.1,585464,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea intermedia
5998,"NC_025917.1 Bubulcus ibis mitochondrion, complete genome",31.976922791948986,178,31.976922791948986,-0.09593076837584696,NC_025917.1,110668,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis
5999,"NC_025916.1 Ardea modesta mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025916.1,1481669,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea modesta
6000,"NC_025915.1 Pyrgilauda davidiana mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025915.1,1477527,NA,Chordata,Aves,Passeriformes,Passeridae,Pyrgilauda,Pyrgilauda davidiana
6001,"NC_025914.1 Montifringilla taczanowskii mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025914.1,356909,NA,Chordata,Aves,Passeriformes,Passeridae,Onychostruthus,Onychostruthus taczanowskii
6002,"NC_025913.1 Montifringilla adamsi mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025913.1,356906,NA,Chordata,Aves,Passeriformes,Passeridae,Montifringilla,Montifringilla adamsi
6003,"NC_025912.1 Pyrgilauda blanfordi mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025912.1,667180,NA,Chordata,Aves,Passeriformes,Passeridae,Pyrgilauda,Pyrgilauda blanfordi
6004,"NC_025911.1 Montifringilla nivalis mitochondrion, complete genome",34.19363390702331,181,34.19363390702331,-0.10258090172106994,NC_025911.1,356903,NA,Chordata,Aves,Passeriformes,Passeridae,Montifringilla,Montifringilla nivalis
6005,"NC_025903.1 Samaris cristatus mitochondrion, complete genome",19.009130671869833,169,19.009130671869833,-0.0570273920156095,NC_025903.1,366934,NA,Chordata,Actinopteri,Pleuronectiformes,Samaridae,Samaris,Samaris cristatus
6006,"NC_025902.1 Lepus hainanus mitochondrion, complete genome",30.178912179733803,172,30.178912179733803,-0.09053673653920141,NC_025902.1,274686,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus hainanus
6007,"NC_025900.1 Ardea cinerea mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025900.1,30390,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea
6008,"NC_025786.1 Chrysolampis mosquitus mitochondrion, complete genome",32.38588528305485,180,32.38588528305485,-0.09715765584916454,NC_025786.1,472795,NA,Chordata,Aves,Apodiformes,Trochilidae,Chrysolampis,Chrysolampis mosquitus
6009,"NC_025785.1 Gymnocephalus cernua mitochondrion, complete genome",0,170,0,-0,NC_025785.1,57865,NA,Chordata,Actinopteri,Perciformes,Percidae,Gymnocephalus,Gymnocephalus cernua
6010,"NC_025783.1 Uroplatus ebenaui isolate Uebe3 mitochondrion, complete genome",27.657254541227875,222,27.657254541227875,-0.08297176362368362,NC_025783.1,357318,NA,Chordata,Lepidosauria,Squamata,Gekkonidae,Uroplatus,Uroplatus ebenaui
6011,"NC_025782.1 Lepidodactylus lugubris isolate Llug1 mitochondrion, complete genome",49.594821701367906,166,49.594821701367906,-0.14878446510410373,NC_025782.1,47724,NA,Chordata,Lepidosauria,Squamata,Gekkonidae,Lepidodactylus,Lepidodactylus lugubris
6012,"NC_025779.1 Uroplatus fimbriatus isolate Ufim3 mitochondrion, complete genome",37.42423089643287,175,37.42423089643287,-0.1122726926892986,NC_025779.1,402375,NA,Chordata,Lepidosauria,Squamata,Gekkonidae,Uroplatus,Uroplatus fimbriatus
6013,"NC_025777.1 Scapanulus oweni voucher SAF_QL120129 mitochondrion, complete genome",30.178912179733803,175,30.178912179733803,-0.09053673653920141,NC_025777.1,1300117,NA,Chordata,Mammalia,Eulipotyphla,Talpidae,Scapanulus,Scapanulus oweni
6014,"NC_025771.1 Choerodon schoenleinii mitochondrion, complete genome",2.2000149181403663,168,2.2000149181403663,-0.006600044754421099,NC_025771.1,241275,NA,Chordata,Actinopteri,Labriformes,Labridae,Choerodon,Choerodon schoenleinii
6015,"NC_025770.1 Procypris mera mitochondrion, complete genome",0,173,0,-0,NC_025770.1,1211648,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Procypris,Procypris mera
6016,"NC_025769.1 Manis temminckii mitochondrion, complete genome",20.779475102705483,171,20.779475102705483,-0.06233842530811645,NC_025769.1,302418,NA,Chordata,Mammalia,Pholidota,Manidae,Smutsia,Smutsia temminckii
6017,"NC_025767.1 Leporinus piavussu mitochondrion, complete genome",0,170,0,-0,NC_025767.1,1396868,NA,Chordata,Actinopteri,Characiformes,Anostomidae,Megaleporinus,Megaleporinus piavussu
6018,"NC_025747.1 Wiedomys cerradensis mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_025747.1,1353928,NA,Chordata,Mammalia,Rodentia,Cricetidae,Wiedomys,Wiedomys cerradensis
6019,"NC_025746.1 Akodon montensis mitochondrion, complete genome",30.178912179733803,169,30.178912179733803,-0.09053673653920141,NC_025746.1,106112,NA,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,Akodon montensis
6020,"NC_025742.1 Primolius couloni mitochondrion, complete genome",31.976922791948986,181,31.976922791948986,-0.09593076837584696,NC_025742.1,178893,NA,Chordata,Aves,Psittaciformes,Psittacidae,Primolius,Primolius couloni
6021,"NC_025599.1 Fringilla coelebs mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025599.1,37598,NA,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs
6022,"NC_025671.1 Andinoacara rivulatus mitochondrion, complete genome",5.100946018719338,169,5.100946018719338,-0.015302838056158013,NC_025671.1,242820,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Andinoacara,Andinoacara rivulatus
6023,"NC_025670.1 Leopoldamys edwardsi mitochondrion, complete genome",30.178912179733803,172,30.178912179733803,-0.09053673653920141,NC_025670.1,83756,NA,Chordata,Mammalia,Rodentia,Muridae,Leopoldamys,Leopoldamys edwardsi
6024,"NC_025669.1 Oreochromis niloticus x Oreochromis aureus mitochondrion, complete genome",0,168,0,-0,NC_025669.1,1569704,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Oreochromis,Oreochromis niloticus x Oreochromis aureus
6025,"NC_025666.1 Gloydius saxatilis mitochondrion, complete genome",49.907049683287184,163,49.907049683287184,-0.14972114904986156,NC_025666.1,44732,NA,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius intermedius
6026,"NC_025665.1 Seriolella porosa mitochondrion, complete genome",31.46190475556053,174,31.46190475556053,-0.09438571426668159,NC_025665.1,458610,NA,Chordata,Actinopteri,Scombriformes,Centrolophidae,Seriolella,Seriolella porosa
6027,"NC_025654.1 Anser indicus mitochondrion, complete genome",23.176714359018796,189,23.176714359018796,-0.06953014307705639,NC_025654.1,8846,NA,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser indicus
6028,"NC_025649.1 Chroicocephalus ridibundus mitochondrion, complete genome",31.976922791948986,179,31.976922791948986,-0.09593076837584696,NC_025649.1,1192867,NA,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus
6029,"NC_025648.1 Coregonus ussuriensis mitochondrion, complete genome",0,170,0,-0,NC_025648.1,340692,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus ussuriensis
6030,"NC_025646.1 Ochetobius elongatus mitochondrion, complete genome",0,182,0,-0,NC_025646.1,143615,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Ochetobius,Ochetobius elongatus
6031,"NC_025644.1 Carangoides equula mitochondrion, complete genome",0,169,0,-0,NC_025644.1,274469,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,Carangoides equula
6032,"NC_025643.1 Elaphe davidi mitochondrion, complete genome",90.0008624120895,163,90.0008624120895,-0.2700025872362685,NC_025643.1,201429,NA,Chordata,Lepidosauria,Squamata,Colubridae,Elaphe,Elaphe davidi
6033,"NC_025640.1 Phrynocephalus grumgrzimailoi mitochondrion, complete genome",91.52746479222776,169,91.52746479222776,-0.2745823943766833,NC_025640.1,171645,NA,Chordata,Lepidosauria,Squamata,Agamidae,Phrynocephalus,Phrynocephalus grumgrzimailoi
6034,"NC_025639.1 Phrynocephalus helioscopus mitochondrion, complete genome",85.2657902876796,164,85.2657902876796,-0.2557973708630388,NC_025639.1,171647,NA,Chordata,Lepidosauria,Squamata,Agamidae,Phrynocephalus,Phrynocephalus helioscopus
6035,"NC_025638.1 Ponticola kessleri mitochondrion, complete genome",6.609040652945632,168,6.609040652945632,-0.019827121958836895,NC_025638.1,320565,NA,Chordata,Actinopteri,Gobiiformes,Gobiidae,Ponticola,Ponticola kessleri
6036,"NC_025637.1 Vanellus vanellus mitochondrion, complete genome",31.976922791948986,181,31.976922791948986,-0.09593076837584696,NC_025637.1,100859,NA,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus vanellus
6037,"NC_025632.1 Triplophysa robusta mitochondrion, complete genome",0,171,0,-0,NC_025632.1,1564187,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa robusta
6038,"NC_025630.1 Pseudonestor xanthophrys mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025630.1,64813,NA,Chordata,Aves,Passeriformes,Fringillidae,Pseudonestor,Pseudonestor xanthophrys
6039,"NC_025628.1 Oreomystis bairdi mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025628.1,64806,NA,Chordata,Aves,Passeriformes,Fringillidae,Oreomystis,Oreomystis bairdi
6040,"NC_025627.1 Carduelis psaltria mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025627.1,54559,NA,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus psaltria
6041,"NC_025625.1 Pyrrhula pyrrhula mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025625.1,37607,NA,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula pyrrhula
6042,"NC_025624.1 Hemignathus stejnegeri mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025624.1,3036909,NA,Chordata,Aves,Passeriformes,Fringillidae,Akialoa,Akialoa stejnegeri
6043,"NC_025623.1 Loxia curvirostra mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025623.1,64802,NA,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra
6044,"NC_025622.1 Hemignathus parvus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025622.1,1523893,NA,Chordata,Aves,Passeriformes,Fringillidae,Magumma,Magumma parva
6045,"NC_025621.1 Serinus dorsostriatus mitochondrion, complete genome",34.19363390702331,182,34.19363390702331,-0.10258090172106994,NC_025621.1,163845,NA,Chordata,Aves,Passeriformes,Fringillidae,Crithagra,Crithagra dorsostriata
6046,"NC_025620.1 Vestiaria coccinea mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025620.1,3149790,NA,Chordata,Aves,Passeriformes,Fringillidae,Drepanis,Drepanis coccinea
6047,"NC_025618.1 Cardinalis cardinalis mitochondrion, complete genome",42.993842339953495,181,42.993842339953495,-0.1289815270198605,NC_025618.1,98964,NA,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis
6048,"NC_025617.1 Melamprosops phaeosoma mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025617.1,385245,NA,Chordata,Aves,Passeriformes,Fringillidae,Melamprosops,Melamprosops phaeosoma
6049,"NC_025616.1 Eremopsaltria mongolica mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025616.1,589913,NA,Chordata,Aves,Passeriformes,Fringillidae,Bucanetes,Bucanetes mongolicus
6050,"NC_025614.1 Coccothraustes coccothraustes mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025614.1,37609,NA,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,Coccothraustes coccothraustes
6051,"NC_025613.1 Haemorhous cassinii mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025613.1,372289,NA,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous cassinii
6053,"NC_025611.1 Passer domesticus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025611.1,48849,NA,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus
6054,"NC_025610.1 Haemorhous mexicanus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025610.1,30427,NA,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus
6055,"NC_025609.1 Pinicola enucleator mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025609.1,175947,NA,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,Pinicola enucleator
6056,"NC_025608.1 Hemignathus flavus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025608.1,591142,NA,Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,Chlorodrepanis flava
6057,"NC_025607.1 Carpodacus roseus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025607.1,175933,NA,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus roseus
6058,"NC_025606.1 Chlorophanes spiza mitochondrion, complete genome",42.993842339953495,181,42.993842339953495,-0.1289815270198605,NC_025606.1,62165,NA,Chordata,Aves,Passeriformes,Thraupidae,Chlorophanes,Chlorophanes spiza
6059,"NC_025605.1 Loxops caeruleirostris mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025605.1,509921,NA,Chordata,Aves,Passeriformes,Fringillidae,Loxops,Loxops caeruleirostris
6060,"NC_025604.1 Leucosticte brandti mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025604.1,571888,NA,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,Leucosticte brandti
6061,"NC_025602.1 Himatione sanguinea mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025602.1,64801,NA,Chordata,Aves,Passeriformes,Fringillidae,Himatione,Himatione sanguinea
6062,"NC_025601.1 Paroreomyza montana mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025601.1,64811,NA,Chordata,Aves,Passeriformes,Fringillidae,Paroreomyza,Paroreomyza montana
6063,"NC_025600.1 Hesperiphona vespertina mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025600.1,670343,NA,Chordata,Aves,Passeriformes,Fringillidae,Hesperiphona,Hesperiphona vespertina
6064,"NC_025598.1 Loxops mana mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025598.1,1523895,NA,Chordata,Aves,Passeriformes,Fringillidae,Loxops,Loxops mana
6065,"NC_025597.1 Carpodacus erythrinus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025597.1,175930,NA,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus erythrinus
6066,"NC_025596.1 Thraupis episcopus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025596.1,58209,NA,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus
6067,"NC_025595.1 Serinus albogularis mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025595.1,3149680,NA,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus albogularis
6068,"NC_025594.1 Uragus sibiricus mitochondrion, complete genome",42.993842339953495,182,42.993842339953495,-0.1289815270198605,NC_025594.1,2713617,NA,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus sibiricus
6069,"NC_025591.1 Amolops wuyiensis mitochondrion, complete genome",51.70185388828796,171,51.70185388828796,-0.15510556166486386,NC_025591.1,120494,NA,Chordata,Amphibia,Anura,Ranidae,Amolops,Amolops wuyiensis
6070,"NC_025590.1 Ctenopharyngodon idellus x Elopichthys bambusa mitochondrion, complete genome",0,177,0,-0,NC_025590.1,1564186,NA,Chordata,Actinopteri,Cypriniformes,NA,NA,Ctenopharyngodon idellus x Elopichthys bambusa
6071,"NC_025589.1 Hucho hucho mitochondrion, complete genome",0,170,0,-0,NC_025589.1,62062,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Hucho,Hucho hucho
6072,"NC_025588.1 Siganus vulpinus mitochondrion, complete genome",5.20006555509142,170,5.20006555509142,-0.015600196665274261,NC_025588.1,175429,NA,Chordata,Actinopteri,NA,Siganidae,Siganus,Siganus vulpinus
6073,"NC_025586.1 Callithrix jacchus mitochondrion, complete genome",37.38877471021995,169,37.38877471021995,-0.11216632413065984,NC_025586.1,9483,NA,Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix jacchus
6074,"NC_025585.1 Platydoras armatulus mitochondrion, complete genome",13.562484040790178,170,13.562484040790178,-0.040687452122370536,NC_025585.1,1046110,NA,Chordata,Actinopteri,Siluriformes,Doradidae,Platydoras,Platydoras armatulus
6075,"NC_025584.1 Hypostomus plecostomus mitochondrion, complete genome",13.562484040790178,171,13.562484040790178,-0.040687452122370536,NC_025584.1,163991,NA,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,Hypostomus plecostomus
6077,"NC_025580.1 Accipiter nisus mitochondrion, complete genome",31.976922791948986,180,31.976922791948986,-0.09593076837584696,NC_025580.1,211598,NA,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus
